!IOTYPE  ikx stn_id
 q       181 70350
 q       181 70414
 q       181 71017
 q       181 71018
 q       181 71022
 q       181 71029
 q       181 71030
 q       181 71031
 q       181 71037
 q       181 71042
 q       181 71046
 q       181 71049
 q       181 71055
 q       181 71056
 q       181 71074
 q       181 71075
 q       181 71095
 q       181 71101
 q       181 71107
 q       181 71111
 q       181 71141
 q       181 71145
 q       181 71158
 q       181 71162
 q       181 71171
 q       181 71178
 q       181 71180
 q       181 71200
 q       181 71208
 q       181 71211
 q       181 71219
 q       181 71261
 q       181 71293
 q       181 71303
 q       181 71305
 q       181 71310
 q       181 71320
 q       181 71321
 q       181 71336
 q       181 71337
 q       181 71338
 q       181 71355
 q       181 71356
 q       181 71357
 q       181 71363
 q       181 71366
 q       181 71402
 q       181 71404
 q       181 71406
 q       181 71408
 q       181 71411
 q       181 71412
 q       181 71415
 q       181 71417
 q       181 71418
 q       181 71419
 q       181 71429
 q       181 71431
 q       181 71433
 q       181 71437
 q       181 71438
 q       181 71445
 q       181 71463
 q       181 71464
 q       181 71468
 q       181 71472
 q       181 71473
 q       181 71476
 q       181 71477
 q       181 71478
 q       181 71479
 q       181 71484
 q       181 71485
 q       181 71501
 q       181 71502
 q       181 71513
 q       181 71552
 q       181 71554
 q       181 71575
 q       181 71576
 q       181 71582
 q       181 71595
 q       181 71596
 q       181 71597
 q       181 71598
 q       181 71603
 q       181 71608
 q       181 71613
 q       181 71618
 q       181 71619
 q       181 71629
 q       181 71643
 q       181 71648
 q       181 71649
 q       181 71658
 q       181 71675
 q       181 71691
 q       181 71692
 q       181 71696
 q       181 71702
 q       181 71709
 q       181 71710
 q       181 71715
 q       181 71718
 q       181 71719
 q       181 71728
 q       181 71766
 q       181 71767
 q       181 71769
 q       181 71771
 q       181 71772
 q       181 71778
 q       181 71781
 q       181 71783
 q       181 71784
 q       181 71798
 q       181 71799
 q       181 71800
 q       181 71801
 q       181 71807
 q       181 71808
 q       181 71813
 q       181 71858
 q       181 71859
 q       181 71872
 q       181 71884
 q       181 71890
 q       181 71892
 q       181 71894
 q       181 71900
 q       181 71903
 q       181 71914
 q       181 71917
 q       181 71924
 q       181 71926
 q       181 71927
 q       181 71931
 q       181 71971
 q       181 71983
 q       181 71984
 q       181 71985
 q       181 71987
 q       181 71988
 q       181 71989
 q       181 72201
 q       181 72203
 q       181 72220
 q       181 72290
 q       181 72308
 q       181 72402
 q       181 72636
 q       181 73024
 q       181 73025
 q       181 73028
 q       181 76045
 q       181 76049
 q       181 76055
 q       181 76061
 q       181 76255
 q       181 76256
 q       181 76305
 q       181 76548
 q       181 76551
 q       181 76580
 q       181 76593
 q       181 76648
 q       181 76654
 q       181 76741
 q       181 76750
 q       181 76751
 q       181 76805
 q       181 78000
 q       181 78016
 q       181 78073
 q       181 78114
 q       181 78264
 q       181 78384
 q       181 78388
 q       181 78451
 q       181 78466
 q       181 78479
 q       181 78484
 q       181 78488
 q       181 78526
 q       181 78543
 q       181 78550
 q       181 78650
 q       181 78700
 q       181 78703
 q       181 78767
 q       181 78789
 q       181 78846
 q       181 78858
 q       181 78859
 q       181 78862
 q       181 78866
 q       181 78871
 q       181 78873
 q       181 78890
 q       181 78894
 q       181 78896
 q       181 78897
 q       181 78906
 q       181 78958
 q       181 78962
 q       181 78982
 q       181 78988
 q       181 78990
 q       181 80001
 q       181 80002
 q       181 80003
 q       181 80008
 q       181 80009
 q       181 80010
 q       181 80025
 q       181 80030
 q       181 80034
 q       181 80035
 q       181 81001
 q       181 81202
 q       181 81648
 q       181 81658
 q       181 81660
 q       181 81717
 q       181 81743
 q       181 81918
 q       181 82098
 q       181 82280
 q       181 82281
 q       181 82798
 q       181 83229
 q       181 83349
 q       181 83460
 q       181 83498
 q       181 83499
 q       181 83650
 q       181 83825
 q       181 83970
 q       181 84001
 q       181 84008
 q       181 84010
 q       181 84117
 q       181 84200
 q       181 84370
 q       181 84691
 q       181 85032
 q       181 85469
 q       181 85585
 q       181 85586
 q       181 85682
 q       181 85731
 q       181 85829
 q       181 86394
 q       181 86595
 q       181 86618
 q       181 86660
 q       181 86677
 q       181 86678
 q       181 86764
 q       181 86885
 q       181 86892
 q       181 86900
 q       181 86914
 q       181 86972
 q       181 86981
 q       181 86990
 q       181 86994
 q       181 86995
 q       181 87553
 q       181 87582
 q       181 87659
 q       181 87904
 q       181 87928
 q       181 87934
 q       181 88870
 q       181 88878
 q       181 88883
 q       181 88897
 q       181 88900
 q       181 88903
 q       181 88963
 q       181 88968
 q       181 89002
 q       181 89003
 q       181 89004
 q       181 89009
 q       181 89011
 q       181 89013
 q       181 89014
 q       181 89022
 q       181 89034
 q       181 89050
 q       181 89053
 q       181 89054
 q       181 89055
 q       181 89056
 q       181 89057
 q       181 89058
 q       181 89059
 q       181 89061
 q       181 89062
 q       181 89063
 q       181 89064
 q       181 89065
 q       181 89066
 q       181 89070
 q       181 89079
 q       181 89108
 q       181 89251
 q       181 89257
 q       181 89262
 q       181 89266
 q       181 89272
 q       181 89332
 q       181 89376
 q       181 89377
 q       181 89504
 q       181 89512
 q       181 89532
 q       181 89564
 q       181 89570
 q       181 89571
 q       181 89573
 q       181 89574
 q       181 89577
 q       181 89578
 q       181 89592
 q       181 89606
 q       181 89611
 q       181 89614
 q       181 89615
 q       181 89625
 q       181 89642
 q       181 89648
 q       181 89659
 q       181 89661
 q       181 89662
 q       181 89664
 q       181 89666
 q       181 89734
 q       181 89767
 q       181 89774
 q       181 89776
 q       181 89799
 q       181 89807
 q       181 89809
 q       181 89811
 q       181 89817
 q       181 89828
 q       181 89859
 q       181 89866
 q       181 89872
 q       181 89873
 q       181 89879
 q       181 8C9
 q       181 8D4
 q       181 8DA
 q       181 8F2
 q       181 91165
 q       181 91203
 q       181 91212
 q       181 91245
 q       181 91285
 q       181 91293
 q       181 91317
 q       181 91320
 q       181 91325
 q       181 91329
 q       181 91334
 q       181 91336
 q       181 91339
 q       181 91343
 q       181 91348
 q       181 91350
 q       181 91353
 q       181 91356
 q       181 91367
 q       181 91369
 q       181 91376
 q       181 91408
 q       181 91413
 q       181 91425
 q       181 91434
 q       181 91490
 q       181 91503
 q       181 91546
 q       181 91551
 q       181 91554
 q       181 91557
 q       181 91565
 q       181 91568
 q       181 91570
 q       181 91573
 q       181 91574
 q       181 91577
 q       181 91579
 q       181 91582
 q       181 91587
 q       181 91590
 q       181 91592
 q       181 91596
 q       181 91601
 q       181 91610
 q       181 91612
 q       181 91623
 q       181 91631
 q       181 91636
 q       181 91643
 q       181 91644
 q       181 91648
 q       181 91652
 q       181 91660
 q       181 91670
 q       181 91676
 q       181 91682
 q       181 91683
 q       181 91691
 q       181 91697
 q       181 91699
 q       181 91701
 q       181 91723
 q       181 91753
 q       181 91754
 q       181 91759
 q       181 91762
 q       181 91765
 q       181 91776
 q       181 91784
 q       181 91802
 q       181 91809
 q       181 91825
 q       181 91831
 q       181 91841
 q       181 91843
 q       181 91844
 q       181 91848
 q       181 91925
 q       181 91929
 q       181 91931
 q       181 91933
 q       181 91936
 q       181 91938
 q       181 91939
 q       181 91943
 q       181 91944
 q       181 91948
 q       181 91954
 q       181 91958
 q       181 92076
 q       181 92100
 q       181 93004
 q       181 93069
 q       181 93110
 q       181 93186
 q       181 93196
 q       181 93309
 q       181 93393
 q       181 93420
 q       181 93439
 q       181 93479
 q       181 93498
 q       181 93515
 q       181 93527
 q       181 93546
 q       181 93562
 q       181 93597
 q       181 93615
 q       181 93678
 q       181 93796
 q       181 93805
 q       181 93845
 q       181 93887
 q       181 93909
 q       181 93929
 q       181 93947
 q       181 93985
 q       181 93988
 q       181 93994
 q       181 94102
 q       181 94108
 q       181 94116
 q       181 94121
 q       181 94122
 q       181 94135
 q       181 94139
 q       181 94147
 q       181 94150
 q       181 94174
 q       181 94181
 q       181 94182
 q       181 94201
 q       181 94202
 q       181 94207
 q       181 94210
 q       181 94248
 q       181 94254
 q       181 94257
 q       181 94284
 q       181 94289
 q       181 94290
 q       181 94293
 q       181 94294
 q       181 94295
 q       181 94297
 q       181 94298
 q       181 94299
 q       181 94302
 q       181 94303
 q       181 94306
 q       181 94307
 q       181 94310
 q       181 94367
 q       181 94368
 q       181 94371
 q       181 94372
 q       181 94378
 q       181 94379
 q       181 94383
 q       181 94384
 q       181 94388
 q       181 94390
 q       181 94393
 q       181 94394
 q       181 94401
 q       181 94403
 q       181 94405
 q       181 94580
 q       181 94584
 q       181 94594
 q       181 94598
 q       181 94599
 q       181 94600
 q       181 94601
 q       181 94602
 q       181 94605
 q       181 94653
 q       181 94654
 q       181 94677
 q       181 94751
 q       181 94767
 q       181 94799
 q       181 94804
 q       181 94809
 q       181 94812
 q       181 94813
 q       181 94822
 q       181 94826
 q       181 94830
 q       181 94850
 q       181 94892
 q       181 94898
 q       181 94933
 q       181 94934
 q       181 94935
 q       181 94937
 q       181 94938
 q       181 94939
 q       181 94949
 q       181 94951
 q       181 94953
 q       181 94956
 q       181 94962
 q       181 94974
 q       181 94981
 q       181 94983
 q       181 94987
 q       181 94988
 q       181 94995
 q       181 94996
 q       181 94998
 q       181 95101
 q       181 95202
 q       181 95288
 q       181 95296
 q       181 95298
 q       181 95303
 q       181 95304
 q       181 95367
 q       181 95370
 q       181 95402
 q       181 95605
 q       181 95607
 q       181 95648
 q       181 95649
 q       181 95652
 q       181 95664
 q       181 95729
 q       181 95805
 q       181 95826
 q       181 95881
 q       181 95929
 q       181 95937
 q       181 95940
 q       181 95954
 q       181 95961
 q       181 95967
 q       181 95981
 q       181 95986
 q       181 95988
 q       181 96001
 q       181 96009
 q       181 96011
 q       181 96033
 q       181 96075
 q       181 96087
 q       181 96091
 q       181 96145
 q       181 96179
 q       181 96237
 q       181 96420
 q       181 96449
 q       181 96465
 q       181 96477
 q       181 96535
 q       181 96615
 q       181 96633
 q       181 96805
 q       181 96925
 q       181 96933
 q       181 96935
 q       181 96937
 q       181 96995
 q       181 96996
 q       181 96997
 q       181 97028
 q       181 97072
 q       181 97120
 q       181 97142
 q       181 97192
 q       181 97230
 q       181 97260
 q       181 97300
 q       181 97340
 q       181 97430
 q       181 97460
 q       181 97502
 q       181 97530
 q       181 97600
 q       181 97630
 q       181 97682
 q       181 97698
 q       181 97722
 q       181 97724
 q       181 97760
 q       181 97790
 q       181 97810
 q       181 97900
 q       181 97980
 q       181 98133
 q       181 98134
 q       181 98223
 q       181 98324
 q       181 98325
 q       181 98334
 q       181 98428
 q       181 98434
 q       181 98435
 q       181 98526
 q       181 98536
 q       181 98553
 q       181 98558
 q       181 98630
 q       181 98642
 q       181 98741
 q       181 98752
 q       181 98836
 q       181 99122
 q       181 99137
 q       181 99163
 q       181 99187
 q       181 AALAG
 q       181 AASKY
 q       181 AAUN1
 q       181 ADI
 q       181 ALE
 q       181 AZUL
 q       181 Antartid
 q       181 BENITO
 q       181 BHM
 q       181 Bella
 q       181 CCCP_DL
 q       181 COL
 q       181 CVBB
 q       181 CVVR
 q       181 CWAS
 q       181 CWBK
 q       181 CWEB
 q       181 CWEL
 q       181 CWEZ
 q       181 CWGB
 q       181 CWGT
 q       181 CWHL
 q       181 CWJN
 q       181 CWMI
 q       181 CWQK
 q       181 CWRN
 q       181 CWRO
 q       181 CWXS
 q       181 CWYQ
 q       181 CXLB
 q       181 CZPK
 q       181 CZUB
 q       181 CZVM
 q       181 Club
 q       181 DAP
 q       181 DIH
 q       181 E99
 q       181 EPT
 q       181 GAB
 q       181 GORGONA_
 q       181 Gyor
 q       181 HUT
 q       181 Haifa
 q       181 Isla
 q       181 KAC
 q       181 KHST
 q       181 KJR
 q       181 KKD
 q       181 KMCF
 q       181 KMTP
 q       181 KNB
 q       181 KNGP
 q       181 KNQX
 q       181 KNTD
 q       181 KNUI
 q       181 KOZ
 q       181 KPAM
 q       181 KPK
 q       181 Lahti
 q       181 Liceo
 q       181 MDV
 q       181 MMZH
 q       181 MNY
 q       181 MRM
 q       181 NAQ
 q       181 NVS
 q       181 NYR
 q       181 PANAMERI
 q       181 PND
 q       181 POR
 q       181 PTKK
 q       181 PUERTO_E
 q       181 Pecs
 q       181 Penc
 q       181 Pilar
 q       181 Pogany
 q       181 Pyhtaa
 q       181 RAF
 q       181 RJN
 q       181 RRRRRo
 q       181 Rauma
 q       181 Rincon
 q       181 SCZ
 q       181 SGL
 q       181 SRT
 q       181 VAA
 q       181 Villa
 q       181 Young
 q       181 Zefat
 q       187 AGGH
 q       187 BGBW
 q       187 BGGH
 q       187 BGJH
 q       187 BGJN
 q       187 BGKK
 q       187 BGSF
 q       187 BGTL
 q       187 BIAR
 q       187 BIBD
 q       187 BIEG
 q       187 BIGR
 q       187 BIHN
 q       187 BIIS
 q       187 BIKF
 q       187 BIRK
 q       187 BIVM
 q       187 BIVO
 q       187 CBBC
 q       187 CWEU
 q       187 CWGZ
 q       187 CWKM
 q       187 CWSA
 q       187 CWWU
 q       187 CYAS
 q       187 CYAW
 q       187 CYAZ
 q       187 CYBC
 q       187 CYBK
 q       187 CYBV
 q       187 CYBX
 q       187 CYCD
 q       187 CYCS
 q       187 CYFB
 q       187 CYFR
 q       187 CYGR
 q       187 CYGT
 q       187 CYHA
 q       187 CYHI
 q       187 CYHK
 q       187 CYIO
 q       187 CYIV
 q       187 CYKG
 q       187 CYKO
 q       187 CYLA
 q       187 CYLC
 q       187 CYLK
 q       187 CYLT
 q       187 CYMU
 q       187 CYNA
 q       187 CYPC
 q       187 CYPR
 q       187 CYPY
 q       187 CYQI
 q       187 CYQQ
 q       187 CYRB
 q       187 CYRJ
 q       187 CYSK
 q       187 CYSY
 q       187 CYTE
 q       187 CYTL
 q       187 CYUT
 q       187 CYUX
 q       187 CYVL
 q       187 CYVM
 q       187 CYVR
 q       187 CYWH
 q       187 CYXN
 q       187 CYYJ
 q       187 CYYQ
 q       187 CYYT
 q       187 CYYW
 q       187 CYZP
 q       187 CZEM
 q       187 DGAA
 q       187 DTTJ
 q       187 DTTL
 q       187 EBFN
 q       187 EBOS
 q       187 EDAH
 q       187 EDXW
 q       187 EEKA
 q       187 EEKE
 q       187 EFLP
 q       187 EFMA
 q       187 EGDR
 q       187 EGEC
 q       187 EGEO
 q       187 EGFF
 q       187 EGHE
 q       187 EGHQ
 q       187 EGJA
 q       187 EGJB
 q       187 EGJJ
 q       187 EGKA
 q       187 EGMC
 q       187 EGNH
 q       187 EGNS
 q       187 EGOP
 q       187 EGOV
 q       187 EGOW
 q       187 EGPA
 q       187 EGPB
 q       187 EGPC
 q       187 EGPI
 q       187 EGPL
 q       187 EGPU
 q       187 EGQA
 q       187 EGQK
 q       187 EGQM
 q       187 EHKD
 q       187 EHVL
 q       187 EISG
 q       187 EKCH
 q       187 EKMB
 q       187 EKRN
 q       187 EKSB
 q       187 EKVG
 q       187 ENAL
 q       187 ENAN
 q       187 ENBN
 q       187 ENBO
 q       187 ENBR
 q       187 ENBV
 q       187 ENCN
 q       187 ENDR
 q       187 ENFB
 q       187 ENFL
 q       187 ENGC
 q       187 ENHD
 q       187 ENHE
 q       187 ENHF
 q       187 ENHK
 q       187 ENHV
 q       187 ENKB
 q       187 ENLA
 q       187 ENLK
 q       187 ENML
 q       187 ENNE
 q       187 ENOA
 q       187 ENOL
 q       187 ENQA
 q       187 ENQC
 q       187 ENQR
 q       187 ENRM
 q       187 ENRS
 q       187 ENSB
 q       187 ENSE
 q       187 ENSF
 q       187 ENSH
 q       187 ENSL
 q       187 ENSO
 q       187 ENSS
 q       187 ENST
 q       187 ENTO
 q       187 ENVR
 q       187 ENZV
 q       187 ESDF
 q       187 ESIB
 q       187 ESMT
 q       187 ESNU
 q       187 ESOK
 q       187 EVLA
 q       187 EVVA
 q       187 EYPA
 q       187 FAPE
 q       187 FCPP
 q       187 FGBT
 q       187 FGSL
 q       187 FIMR
 q       187 FJDG
 q       187 FMCH
 q       187 FMCZ
 q       187 FMEE
 q       187 FMMS
 q       187 FMNM
 q       187 FMNN
 q       187 FMSD
 q       187 FNCA
 q       187 FNLU
 q       187 FOOG
 q       187 FPST
 q       187 FQPB
 q       187 FSIA
 q       187 FVKB
 q       187 FZRF
 q       187 GBYD
 q       187 GCFV
 q       187 GCGM
 q       187 GCHI
 q       187 GCLA
 q       187 GCLP
 q       187 GCRR
 q       187 GEML
 q       187 GFLL
 q       187 GMMB
 q       187 GMMH
 q       187 GMTT
 q       187 GOGS
 q       187 GOOY
 q       187 GQPP
 q       187 GVAC
 q       187 GVBA
 q       187 GVNP
 q       187 GVSV
 q       187 HCMM
 q       187 HDAM
 q       187 HEAX
 q       187 HEPS
 q       187 HKLU
 q       187 HKML
 q       187 HKMO
 q       187 HLLM
 q       187 HTMU
 q       187 HTMW
 q       187 HTPE
 q       187 HUEN
 q       187 KAAF
 q       187 KACK
 q       187 KATP
 q       187 KAVX
 q       187 KBCT
 q       187 KBEH
 q       187 KBID
 q       187 KBIX
 q       187 KBOK
 q       187 KBQX
 q       187 KCEC
 q       187 KCOF
 q       187 KCQF
 q       187 KCQX
 q       187 KCVX
 q       187 KCYD
 q       187 KDLP
 q       187 KDRM
 q       187 KDTS
 q       187 KEYW
 q       187 KFFA
 q       187 KFHR
 q       187 KFKS
 q       187 KFPR
 q       187 KGBK
 q       187 KGHB
 q       187 KGHG
 q       187 KGNA
 q       187 KGPT
 q       187 KGRY
 q       187 KGUL
 q       187 KHHV
 q       187 KHRT
 q       187 KHSE
 q       187 KHST
 q       187 KHVN
 q       187 KHYA
 q       187 KIKT
 q       187 KJKA
 q       187 KLDM
 q       187 KMCD
 q       187 KMCF
 q       187 KMKG
 q       187 KMKY
 q       187 KMQI
 q       187 KMRH
 q       187 KMRY
 q       187 KMTC
 q       187 KMTH
 q       187 KMTN
 q       187 KMTP
 q       187 KMVY
 q       187 KNAK
 q       187 KNBT
 q       187 KNGP
 q       187 KNGU
 q       187 KNHK
 q       187 KNOW
 q       187 KNQX
 q       187 KNRA
 q       187 KNSI
 q       187 KNSU
 q       187 KNTD
 q       187 KNUC
 q       187 KNUI
 q       187 KNUW
 q       187 KNXF
 q       187 KNZY
 q       187 KOCQ
 q       187 KONP
 q       187 KORF
 q       187 KORS
 q       187 KOXR
 q       187 KP59
 q       187 KP61
 q       187 KP92
 q       187 KPAM
 q       187 KPBI
 q       187 KPIL
 q       187 KPMP
 q       187 KPVC
 q       187 KPZQ
 q       187 KRAC
 q       187 KRAS
 q       187 KRKP
 q       187 KSAN
 q       187 KSBP
 q       187 KSGJ
 q       187 KSJX
 q       187 KSLI
 q       187 KSPG
 q       187 KSSI
 q       187 KSUT
 q       187 KTDR
 q       187 KTFP
 q       187 KTGI
 q       187 KTPF
 q       187 KTTS
 q       187 KUGN
 q       187 KVAF
 q       187 KVNC
 q       187 KVOA
 q       187 KVWU
 q       187 KW29
 q       187 KWAL
 q       187 KWWD
 q       187 KX21
 q       187 KXMR
 q       187 LCLK
 q       187 LDLO
 q       187 LDRI
 q       187 LEIB
 q       187 LEMG
 q       187 LEMH
 q       187 LESO
 q       187 LFAC
 q       187 LFBH
 q       187 LFKB
 q       187 LFKC
 q       187 LFKS
 q       187 LFMN
 q       187 LFOH
 q       187 LFRH
 q       187 LFVP
 q       187 LGAL
 q       187 LGKC
 q       187 LGKF
 q       187 LGKO
 q       187 LGKP
 q       187 LGKR
 q       187 LGKV
 q       187 LGMK
 q       187 LGMT
 q       187 LGNX
 q       187 LGPA
 q       187 LGPZ
 q       187 LGRP
 q       187 LGRX
 q       187 LGSK
 q       187 LGSM
 q       187 LGSO
 q       187 LGSR
 q       187 LGSY
 q       187 LGZA
 q       187 LICA
 q       187 LICD
 q       187 LICG
 q       187 LICJ
 q       187 LICT
 q       187 LIEB
 q       187 LIEC
 q       187 LIMU
 q       187 LIPZ
 q       187 LIQC
 q       187 LIQO
 q       187 LIRF
 q       187 LIRI
 q       187 LIRP
 q       187 LIRX
 q       187 LIVM
 q       187 LJPZ
 q       187 LMML
 q       187 LPAZ
 q       187 LPFL
 q       187 LPFR
 q       187 LPHR
 q       187 LPLA
 q       187 LPMA
 q       187 LPPD
 q       187 LPPS
 q       187 LTBA
 q       187 LTBS
 q       187 LTCG
 q       187 LTCI
 q       187 LYTV
 q       187 MBGT
 q       187 MBPV
 q       187 MDCY
 q       187 MDLR
 q       187 MDPC
 q       187 MGSJ
 q       187 MHRO
 q       187 MKJS
 q       187 MMAA
 q       187 MMCE
 q       187 MMCM
 q       187 MMCZ
 q       187 MMGM
 q       187 MMLT
 q       187 MMPR
 q       187 MMPS
 q       187 MMTM
 q       187 MMZH
 q       187 MNBL
 q       187 MPBO
 q       187 MPPA
 q       187 MRLM
 q       187 MSAC
 q       187 MTCH
 q       187 MUBA
 q       187 MUCC
 q       187 MUCL
 q       187 MUCU
 q       187 MUGM
 q       187 MWCB
 q       187 MWCR
 q       187 MYGF
 q       187 MYIG
 q       187 MYNN
 q       187 MYSM
 q       187 NCAI
 q       187 NCMH
 q       187 NCMK
 q       187 NCPY
 q       187 NCRG
 q       187 NCRK
 q       187 NFNA
 q       187 NFNM
 q       187 NFNR
 q       187 NFNS
 q       187 NFTF
 q       187 NFTL
 q       187 NFTV
 q       187 NGFU
 q       187 NGTA
 q       187 NGTT
 q       187 NIUE
 q       187 NLWW
 q       187 NSFA
 q       187 NSTU
 q       187 NTAA
 q       187 NTAT
 q       187 NTTB
 q       187 NTTO
 q       187 NVSC
 q       187 NVSG
 q       187 NVSL
 q       187 NVSS
 q       187 NVVA
 q       187 NVVV
 q       187 NVVW
 q       187 NWWW
 q       187 NZAA
 q       187 NZCM
 q       187 NZSP
 q       187 NZWD
 q       187 NZWN
 q       187 OBBI
 q       187 OEWJ
 q       187 OIBA
 q       187 OIBB
 q       187 OIBK
 q       187 OIBQ
 q       187 OIBS
 q       187 OIBV
 q       187 OIKB
 q       187 OINB
 q       187 OINN
 q       187 OINR
 q       187 OIZJ
 q       187 OMAD
 q       187 OMDL
 q       187 OMFJ
 q       187 OMSN
 q       187 OOKB
 q       187 OOMS
 q       187 OSLK
 q       187 OTHH
 q       187 PAAD
 q       187 PABR
 q       187 PACZ
 q       187 PADE
 q       187 PADQ
 q       187 PAEH
 q       187 PAEN
 q       187 PAFE
 q       187 PAGL
 q       187 PAGM
 q       187 PAGN
 q       187 PAHY
 q       187 PAIW
 q       187 PAJC
 q       187 PAKH
 q       187 PAKI
 q       187 PAKK
 q       187 PALH
 q       187 PALU
 q       187 PAMD
 q       187 PANC
 q       187 PANR
 q       187 PAOH
 q       187 PAOO
 q       187 PAOT
 q       187 PAOU
 q       187 PAPB
 q       187 PAPC
 q       187 PAPM
 q       187 PAPO
 q       187 PASD
 q       187 PASH
 q       187 PASN
 q       187 PASO
 q       187 PASY
 q       187 PATC
 q       187 PATG
 q       187 PAUT
 q       187 PAWI
 q       187 PFCL
 q       187 PFEL
 q       187 PFSH
 q       187 PGRO
 q       187 PGSN
 q       187 PGUA
 q       187 PGUM
 q       187 PGWT
 q       187 PHBK
 q       187 PHKO
 q       187 PHLI
 q       187 PHMK
 q       187 PHNY
 q       187 PHTO
 q       187 PKMJ
 q       187 PKMR
 q       187 PKWA
 q       187 PLCH
 q       187 PMDY
 q       187 PPIZ
 q       187 PTKK
 q       187 PTPN
 q       187 PTRO
 q       187 PTSA
 q       187 PTTP
 q       187 PTYA
 q       187 PWAK
 q       187 RCKH
 q       187 RJAW
 q       187 RJBB
 q       187 RJBE
 q       187 RJDB
 q       187 RJDC
 q       187 RJEB
 q       187 RJFC
 q       187 RJFE
 q       187 RJFG
 q       187 RJFO
 q       187 RJFS
 q       187 RJFU
 q       187 RJFY
 q       187 RJGG
 q       187 RJKA
 q       187 RJKB
 q       187 RJKI
 q       187 RJKN
 q       187 RJNK
 q       187 RJOE
 q       187 RJOF
 q       187 RJOH
 q       187 RJOM
 q       187 RJSH
 q       187 RJSM
 q       187 RJSN
 q       187 RJSS
 q       187 RJSU
 q       187 RJTK
 q       187 RJTO
 q       187 RJTT
 q       187 RJTX
 q       187 RKNN
 q       187 RKNO
 q       187 RKNY
 q       187 RKPM
 q       187 RKSI
 q       187 RKSP
 q       187 RKSQ
 q       187 RKTB
 q       187 ROAH
 q       187 RODN
 q       187 ROIG
 q       187 ROKJ
 q       187 ROMD
 q       187 ROMY
 q       187 RORK
 q       187 RORS
 q       187 RORY
 q       187 ROTM
 q       187 ROYN
 q       187 RPLI
 q       187 RPLL
 q       187 RPMR
 q       187 RPMZ
 q       187 RPVD
 q       187 SABE
 q       187 SADF
 q       187 SAWC
 q       187 SBFN
 q       187 SBIL
 q       187 SBLB
 q       187 SBPG
 q       187 SBPS
 q       187 SBSL
 q       187 SCIE
 q       187 SCIP
 q       187 SCRM
 q       187 SCSN
 q       187 SEGS
 q       187 SEMT
 q       187 SESA
 q       187 SEST
 q       187 SFAL
 q       187 SKCO
 q       187 SKPV
 q       187 SKRH
 q       187 SKSM
 q       187 SKSP
 q       187 SPEO
 q       187 SPME
 q       187 SYGT
 q       187 TAPA
 q       187 TDCF
 q       187 TFFJ
 q       187 TFFR
 q       187 TGPY
 q       187 TIST
 q       187 TISX
 q       187 TJBQ
 q       187 TJIG
 q       187 TJNR
 q       187 TJPS
 q       187 TJSJ
 q       187 TKPK
 q       187 TKPN
 q       187 TNCA
 q       187 TNCB
 q       187 TNCC
 q       187 TNCE
 q       187 TNCM
 q       187 TQPF
 q       187 TRPG
 q       187 TTCP
 q       187 TUPJ
 q       187 TXKF
 q       187 UHMA
 q       187 URML
 q       187 VABB
 q       187 VAJJ
 q       187 VAPR
 q       187 VGEG
 q       187 VHHH
 q       187 VMMC
 q       187 VRMM
 q       187 VTBU
 q       187 VTPH
 q       187 VTSF
 q       187 VTSM
 q       187 VTSP
 q       187 VTSR
 q       187 VVCR
 q       187 VVPQ
 q       187 WADD
 q       187 WAKK
 q       187 WALL
 q       187 WAPP
 q       187 WARR
 q       187 WBGR
 q       187 WBKL
 q       187 WBKT
 q       187 WBSB
 q       187 WIDD
 q       187 WMAU
 q       187 WMKL
 q       187 WMKN
 q       187 WMKP
 q       187 WSSS
 q       187 YBHM
 q       187 YBRM
 q       187 YBTL
 q       187 YCFS
 q       187 YGEL
 q       187 YHID
 q       187 YPCC
 q       187 YPGV
 q       187 YPLM
 q       187 YPXM
 q       187 YSNF
 q       187 YSSY
 q       187 ZGSZ
 q       187 ZJSY
 q       187 ZSAM
 q       187 ZSFZ
